id,name,fake,nivel,path
F493,03062101 : Langostas (Palinurus spp.  Panulirus spp.  Jasus spp.).,03062101,5,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0306:Crustaceos, incluso pelados, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, crustaceos ahumados, incluso pelados o cocidos, antes o durante el ahumado, crustaceos sin pelar, cocidos en agua o vapor, incluso refrigerados, congelados, secos, salados o en salmuera, harina, polvo y pellets de crustaceos, aptos para consumo humano > 030621:Langostas (Palinurus spp., Panulirus spp., Jasus spp.) > 03062101 : Langostas (Palinurus spp.  Panulirus spp.  Jasus spp.)."
P8552,"0306:Crustaceos, incluso pelados, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, crustaceos ahumados, incluso pelados o cocidos, antes o durante el ahumado, crustaceos sin pelar, cocidos en agua o vapor, incluso refrigerados, congelados, secos, salados o en salmuera, harina, polvo y pellets de crustaceos, aptos para consumo humano",03,3,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0306:Crustaceos, incluso pelados, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, crustaceos ahumados, incluso pelados o cocidos, antes o durante el ahumado, crustaceos sin pelar, cocidos en agua o vapor, incluso refrigerados, congelados, secos, salados o en salmuera, harina, polvo y pellets de crustaceos, aptos para consumo humano"
SP496,030622:Bogavantes (Homarus spp.),0306,4,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0306:Crustaceos, incluso pelados, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, crustaceos ahumados, incluso pelados o cocidos, antes o durante el ahumado, crustaceos sin pelar, cocidos en agua o vapor, incluso refrigerados, congelados, secos, salados o en salmuera, harina, polvo y pellets de crustaceos, aptos para consumo humano > 030622:Bogavantes (Homarus spp.)"
F495,03062201 : Bogavantes (Homarus spp.).,03062201,5,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0306:Crustaceos, incluso pelados, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, crustaceos ahumados, incluso pelados o cocidos, antes o durante el ahumado, crustaceos sin pelar, cocidos en agua o vapor, incluso refrigerados, congelados, secos, salados o en salmuera, harina, polvo y pellets de crustaceos, aptos para consumo humano > 030622:Bogavantes (Homarus spp.) > 03062201 : Bogavantes (Homarus spp.)."
P8553,"0306:Crustaceos, incluso pelados, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, crustaceos ahumados, incluso pelados o cocidos, antes o durante el ahumado, crustaceos sin pelar, cocidos en agua o vapor, incluso refrigerados, congelados, secos, salados o en salmuera, harina, polvo y pellets de crustaceos, aptos para consumo humano",03,3,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0306:Crustaceos, incluso pelados, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, crustaceos ahumados, incluso pelados o cocidos, antes o durante el ahumado, crustaceos sin pelar, cocidos en agua o vapor, incluso refrigerados, congelados, secos, salados o en salmuera, harina, polvo y pellets de crustaceos, aptos para consumo humano"
SP499,"030623:Camarones, langostinos y demas Decapodos natantia",0306,4,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0306:Crustaceos, incluso pelados, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, crustaceos ahumados, incluso pelados o cocidos, antes o durante el ahumado, crustaceos sin pelar, cocidos en agua o vapor, incluso refrigerados, congelados, secos, salados o en salmuera, harina, polvo y pellets de crustaceos, aptos para consumo humano > 030623:Camarones, langostinos y demas Decapodos natantia"
F497,03062301 : SUPRIMIDA,03062301,5,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0306:Crustaceos, incluso pelados, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, crustaceos ahumados, incluso pelados o cocidos, antes o durante el ahumado, crustaceos sin pelar, cocidos en agua o vapor, incluso refrigerados, congelados, secos, salados o en salmuera, harina, polvo y pellets de crustaceos, aptos para consumo humano > 030623:Camarones, langostinos y demas Decapodos natantia > 03062301 : SUPRIMIDA"
F498,03062399 : SUPRIMIDA,03062399,5,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0306:Crustaceos, incluso pelados, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, crustaceos ahumados, incluso pelados o cocidos, antes o durante el ahumado, crustaceos sin pelar, cocidos en agua o vapor, incluso refrigerados, congelados, secos, salados o en salmuera, harina, polvo y pellets de crustaceos, aptos para consumo humano > 030623:Camarones, langostinos y demas Decapodos natantia > 03062399 : SUPRIMIDA"
P8554,"0306:Crustaceos, incluso pelados, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, crustaceos ahumados, incluso pelados o cocidos, antes o durante el ahumado, crustaceos sin pelar, cocidos en agua o vapor, incluso refrigerados, congelados, secos, salados o en salmuera, harina, polvo y pellets de crustaceos, aptos para consumo humano",03,3,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0306:Crustaceos, incluso pelados, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, crustaceos ahumados, incluso pelados o cocidos, antes o durante el ahumado, crustaceos sin pelar, cocidos en agua o vapor, incluso refrigerados, congelados, secos, salados o en salmuera, harina, polvo y pellets de crustaceos, aptos para consumo humano"
SP501,030624:Cangrejos (excepto macruros),0306,4,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0306:Crustaceos, incluso pelados, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, crustaceos ahumados, incluso pelados o cocidos, antes o durante el ahumado, crustaceos sin pelar, cocidos en agua o vapor, incluso refrigerados, congelados, secos, salados o en salmuera, harina, polvo y pellets de crustaceos, aptos para consumo humano > 030624:Cangrejos (excepto macruros)"
F500,03062401 : Cangrejos (excepto macruros).,03062401,5,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0306:Crustaceos, incluso pelados, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, crustaceos ahumados, incluso pelados o cocidos, antes o durante el ahumado, crustaceos sin pelar, cocidos en agua o vapor, incluso refrigerados, congelados, secos, salados o en salmuera, harina, polvo y pellets de crustaceos, aptos para consumo humano > 030624:Cangrejos (excepto macruros) > 03062401 : Cangrejos (excepto macruros)."
P8555,"0306:Crustaceos, incluso pelados, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, crustaceos ahumados, incluso pelados o cocidos, antes o durante el ahumado, crustaceos sin pelar, cocidos en agua o vapor, incluso refrigerados, congelados, secos, salados o en salmuera, harina, polvo y pellets de crustaceos, aptos para consumo humano",03,3,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0306:Crustaceos, incluso pelados, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, crustaceos ahumados, incluso pelados o cocidos, antes o durante el ahumado, crustaceos sin pelar, cocidos en agua o vapor, incluso refrigerados, congelados, secos, salados o en salmuera, harina, polvo y pellets de crustaceos, aptos para consumo humano"
SP503,030625:Cigalas (Nephrops norvegicus),0306,4,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0306:Crustaceos, incluso pelados, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, crustaceos ahumados, incluso pelados o cocidos, antes o durante el ahumado, crustaceos sin pelar, cocidos en agua o vapor, incluso refrigerados, congelados, secos, salados o en salmuera, harina, polvo y pellets de crustaceos, aptos para consumo humano > 030625:Cigalas (Nephrops norvegicus)"
F502,03062501 : Cigalas (Nephrops norvegicus).,03062501,5,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0306:Crustaceos, incluso pelados, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, crustaceos ahumados, incluso pelados o cocidos, antes o durante el ahumado, crustaceos sin pelar, cocidos en agua o vapor, incluso refrigerados, congelados, secos, salados o en salmuera, harina, polvo y pellets de crustaceos, aptos para consumo humano > 030625:Cigalas (Nephrops norvegicus) > 03062501 : Cigalas (Nephrops norvegicus)."
P8556,"0306:Crustaceos, incluso pelados, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, crustaceos ahumados, incluso pelados o cocidos, antes o durante el ahumado, crustaceos sin pelar, cocidos en agua o vapor, incluso refrigerados, congelados, secos, salados o en salmuera, harina, polvo y pellets de crustaceos, aptos para consumo humano",03,3,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0306:Crustaceos, incluso pelados, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, crustaceos ahumados, incluso pelados o cocidos, antes o durante el ahumado, crustaceos sin pelar, cocidos en agua o vapor, incluso refrigerados, congelados, secos, salados o en salmuera, harina, polvo y pellets de crustaceos, aptos para consumo humano"
SP506,"030626:Camarones y langostinos de agua fria (Pandalus spp., Crangon crangon)",0306,4,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0306:Crustaceos, incluso pelados, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, crustaceos ahumados, incluso pelados o cocidos, antes o durante el ahumado, crustaceos sin pelar, cocidos en agua o vapor, incluso refrigerados, congelados, secos, salados o en salmuera, harina, polvo y pellets de crustaceos, aptos para consumo humano > 030626:Camarones y langostinos de agua fria (Pandalus spp., Crangon crangon)"
F504,03062601 : Reproductores y postlarvas de camarones peneidos y langostinos para acuacultura.,03062601,5,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0306:Crustaceos, incluso pelados, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, crustaceos ahumados, incluso pelados o cocidos, antes o durante el ahumado, crustaceos sin pelar, cocidos en agua o vapor, incluso refrigerados, congelados, secos, salados o en salmuera, harina, polvo y pellets de crustaceos, aptos para consumo humano > 030626:Camarones y langostinos de agua fria (Pandalus spp., Crangon crangon) > 03062601 : Reproductores y postlarvas de camarones peneidos y langostinos para acuacultura."
F505,03062699 : Los demás.,03062699,5,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0306:Crustaceos, incluso pelados, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, crustaceos ahumados, incluso pelados o cocidos, antes o durante el ahumado, crustaceos sin pelar, cocidos en agua o vapor, incluso refrigerados, congelados, secos, salados o en salmuera, harina, polvo y pellets de crustaceos, aptos para consumo humano > 030626:Camarones y langostinos de agua fria (Pandalus spp., Crangon crangon) > 03062699 : Los demás."
P8557,"0306:Crustaceos, incluso pelados, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, crustaceos ahumados, incluso pelados o cocidos, antes o durante el ahumado, crustaceos sin pelar, cocidos en agua o vapor, incluso refrigerados, congelados, secos, salados o en salmuera, harina, polvo y pellets de crustaceos, aptos para consumo humano",03,3,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0306:Crustaceos, incluso pelados, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, crustaceos ahumados, incluso pelados o cocidos, antes o durante el ahumado, crustaceos sin pelar, cocidos en agua o vapor, incluso refrigerados, congelados, secos, salados o en salmuera, harina, polvo y pellets de crustaceos, aptos para consumo humano"
SP509,030627:Los demas camarones y langostinos,0306,4,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0306:Crustaceos, incluso pelados, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, crustaceos ahumados, incluso pelados o cocidos, antes o durante el ahumado, crustaceos sin pelar, cocidos en agua o vapor, incluso refrigerados, congelados, secos, salados o en salmuera, harina, polvo y pellets de crustaceos, aptos para consumo humano > 030627:Los demas camarones y langostinos"
F507,03062701 : Reproductores y postlarvas de camarones peneidos y langostinos para acuacultura.,03062701,5,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0306:Crustaceos, incluso pelados, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, crustaceos ahumados, incluso pelados o cocidos, antes o durante el ahumado, crustaceos sin pelar, cocidos en agua o vapor, incluso refrigerados, congelados, secos, salados o en salmuera, harina, polvo y pellets de crustaceos, aptos para consumo humano > 030627:Los demas camarones y langostinos > 03062701 : Reproductores y postlarvas de camarones peneidos y langostinos para acuacultura."
F508,03062799 : Los demás.,03062799,5,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0306:Crustaceos, incluso pelados, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, crustaceos ahumados, incluso pelados o cocidos, antes o durante el ahumado, crustaceos sin pelar, cocidos en agua o vapor, incluso refrigerados, congelados, secos, salados o en salmuera, harina, polvo y pellets de crustaceos, aptos para consumo humano > 030627:Los demas camarones y langostinos > 03062799 : Los demás."
P8558,"0306:Crustaceos, incluso pelados, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, crustaceos ahumados, incluso pelados o cocidos, antes o durante el ahumado, crustaceos sin pelar, cocidos en agua o vapor, incluso refrigerados, congelados, secos, salados o en salmuera, harina, polvo y pellets de crustaceos, aptos para consumo humano",03,3,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0306:Crustaceos, incluso pelados, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, crustaceos ahumados, incluso pelados o cocidos, antes o durante el ahumado, crustaceos sin pelar, cocidos en agua o vapor, incluso refrigerados, congelados, secos, salados o en salmuera, harina, polvo y pellets de crustaceos, aptos para consumo humano"
SP511,"030629:Los demas, incluidos la harina, polvo y pellets de crustaceos, aptos para la alimentacion humana",0306,4,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0306:Crustaceos, incluso pelados, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, crustaceos ahumados, incluso pelados o cocidos, antes o durante el ahumado, crustaceos sin pelar, cocidos en agua o vapor, incluso refrigerados, congelados, secos, salados o en salmuera, harina, polvo y pellets de crustaceos, aptos para consumo humano > 030629:Los demas, incluidos la harina, polvo y pellets de crustaceos, aptos para la alimentacion humana"
F510,03062901 : Los demás  incluidos la harina  polvo y “pellets” de crustáceos  aptos para la alimentación humana.,03062901,5,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0306:Crustaceos, incluso pelados, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, crustaceos ahumados, incluso pelados o cocidos, antes o durante el ahumado, crustaceos sin pelar, cocidos en agua o vapor, incluso refrigerados, congelados, secos, salados o en salmuera, harina, polvo y pellets de crustaceos, aptos para consumo humano > 030629:Los demas, incluidos la harina, polvo y pellets de crustaceos, aptos para la alimentacion humana > 03062901 : Los demás  incluidos la harina  polvo y “pellets” de crustáceos  aptos para la alimentación humana."
P11336,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico",03,2,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico"
P8559,"0307:Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado, harina, polvo y pellets de moluscos, aptos para consumo humano",03,3,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0307:Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado, harina, polvo y pellets de moluscos, aptos para consumo humano"
SP513,030710:Ostras,0307,4,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0307:Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado, harina, polvo y pellets de moluscos, aptos para consumo humano > 030710:Ostras"
F512,03071001 : SUPRIMIDA,03071001,5,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0307:Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado, harina, polvo y pellets de moluscos, aptos para consumo humano > 030710:Ostras > 03071001 : SUPRIMIDA"
P8560,"0307:Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado, harina, polvo y pellets de moluscos, aptos para consumo humano",03,3,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0307:Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado, harina, polvo y pellets de moluscos, aptos para consumo humano"
SP515,"030711:Vivas, frescas o refrigeradas",0307,4,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0307:Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado, harina, polvo y pellets de moluscos, aptos para consumo humano > 030711:Vivas, frescas o refrigeradas"
F514,03071101 : Vivas  frescas o refrigeradas.,03071101,5,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0307:Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado, harina, polvo y pellets de moluscos, aptos para consumo humano > 030711:Vivas, frescas o refrigeradas > 03071101 : Vivas  frescas o refrigeradas."
P8561,"0307:Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado, harina, polvo y pellets de moluscos, aptos para consumo humano",03,3,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0307:Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado, harina, polvo y pellets de moluscos, aptos para consumo humano"
SP517,030719:Las demas,0307,4,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0307:Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado, harina, polvo y pellets de moluscos, aptos para consumo humano > 030719:Las demas"
F516,03071999 : Las demás.,03071999,5,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0307:Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado, harina, polvo y pellets de moluscos, aptos para consumo humano > 030719:Las demas > 03071999 : Las demás."
P8562,"0307:Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado, harina, polvo y pellets de moluscos, aptos para consumo humano",03,3,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0307:Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado, harina, polvo y pellets de moluscos, aptos para consumo humano"
SP519,"030721:Vivos, frescos o refrigerados",0307,4,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0307:Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado, harina, polvo y pellets de moluscos, aptos para consumo humano > 030721:Vivos, frescos o refrigerados"
F518,03072101 : Vivos  frescos o refrigerados.,03072101,5,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0307:Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado, harina, polvo y pellets de moluscos, aptos para consumo humano > 030721:Vivos, frescos o refrigerados > 03072101 : Vivos  frescos o refrigerados."
P8563,"0307:Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado, harina, polvo y pellets de moluscos, aptos para consumo humano",03,3,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0307:Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado, harina, polvo y pellets de moluscos, aptos para consumo humano"
SP521,030729:Los demas,0307,4,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0307:Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado, harina, polvo y pellets de moluscos, aptos para consumo humano > 030729:Los demas"
F520,03072999 : Los demás.,03072999,5,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0307:Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado, harina, polvo y pellets de moluscos, aptos para consumo humano > 030729:Los demas > 03072999 : Los demás."
P8564,"0307:Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado, harina, polvo y pellets de moluscos, aptos para consumo humano",03,3,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0307:Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado, harina, polvo y pellets de moluscos, aptos para consumo humano"
SP523,"030731:Vivos, frescos o refrigerados",0307,4,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0307:Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado, harina, polvo y pellets de moluscos, aptos para consumo humano > 030731:Vivos, frescos o refrigerados"
F522,03073101 : Vivos  frescos o refrigerados.,03073101,5,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0307:Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado, harina, polvo y pellets de moluscos, aptos para consumo humano > 030731:Vivos, frescos o refrigerados > 03073101 : Vivos  frescos o refrigerados."
P8565,"0307:Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado, harina, polvo y pellets de moluscos, aptos para consumo humano",03,3,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0307:Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado, harina, polvo y pellets de moluscos, aptos para consumo humano"
SP525,030739:Los demas,0307,4,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0307:Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado, harina, polvo y pellets de moluscos, aptos para consumo humano > 030739:Los demas"
F524,03073999 : Los demás.,03073999,5,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0307:Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado, harina, polvo y pellets de moluscos, aptos para consumo humano > 030739:Los demas > 03073999 : Los demás."
P8566,"0307:Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado, harina, polvo y pellets de moluscos, aptos para consumo humano",03,3,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0307:Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado, harina, polvo y pellets de moluscos, aptos para consumo humano"
SP528,"030741:Vivos, frescos o refrigerados",0307,4,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0307:Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado, harina, polvo y pellets de moluscos, aptos para consumo humano > 030741:Vivos, frescos o refrigerados"
F526,03074101 : Calamares.,03074101,5,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0307:Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado, harina, polvo y pellets de moluscos, aptos para consumo humano > 030741:Vivos, frescos o refrigerados > 03074101 : Calamares."
F527,03074199 : Los demás.,03074199,5,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0307:Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado, harina, polvo y pellets de moluscos, aptos para consumo humano > 030741:Vivos, frescos o refrigerados > 03074199 : Los demás."
P8567,"0307:Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado, harina, polvo y pellets de moluscos, aptos para consumo humano",03,3,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0307:Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado, harina, polvo y pellets de moluscos, aptos para consumo humano"
SP531,030749:Los demas,0307,4,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0307:Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado, harina, polvo y pellets de moluscos, aptos para consumo humano > 030749:Los demas"
F529,03074901 : Calamares.,03074901,5,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0307:Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado, harina, polvo y pellets de moluscos, aptos para consumo humano > 030749:Los demas > 03074901 : Calamares."
F530,03074999 : Los demás.,03074999,5,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0307:Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado, harina, polvo y pellets de moluscos, aptos para consumo humano > 030749:Los demas > 03074999 : Los demás."
P8568,"0307:Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado, harina, polvo y pellets de moluscos, aptos para consumo humano",03,3,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0307:Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado, harina, polvo y pellets de moluscos, aptos para consumo humano"
SP533,"030751:Vivos, frescos o refrigerados",0307,4,"03:Pescados y crustaceos, moluscos y demas invertebrados acuatico > 0307:Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado, harina, polvo y pellets de moluscos, aptos para consumo humano > 030751:Vivos, frescos o refrigerados"
